Id,Age,Hours per day,While working,Instrumentalist,Composer,Fav genre,Exploratory,Foreign languages,BPM,Frequency [Classical],Frequency [Country],Frequency [EDM],Frequency [Folk],Frequency [Gospel],Frequency [Hip hop],Frequency [Jazz],Frequency [K pop],Frequency [Latin],Frequency [Lofi],Frequency [Metal],Frequency [Pop],Frequency [R&B],Frequency [Rap],Frequency [Rock],Frequency [Video game music],Anxiety,Depression,Insomnia,OCD,Music effects
107,19.0,3.0,Yes,No,No,Rock,Yes,Yes,126.0,Never,Sometimes,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,Sometimes,5.0,2.0,8.0,6.0,Improve
108,17.0,2.0,Yes,Yes,Yes,Hip hop,Yes,Yes,122.0,Rarely,Never,Sometimes,Sometimes,Never,Very frequently,Sometimes,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Never,10.0,7.0,4.0,2.0,Improve
109,21.0,1.0,No,No,No,Rock,Yes,No,179.0,Never,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,6.0,5.0,0.0,0.0,No effect
110,29.0,5.0,Yes,No,No,Jazz,Yes,Yes,200.0,Rarely,Never,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,7.0,2.0,3.0,1.0,Improve
111,22.0,10.0,No,Yes,Yes,EDM,No,Yes,128.0,Sometimes,Sometimes,Very frequently,Very frequently,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Sometimes,Sometimes,4.0,7.0,7.0,3.0,Improve
112,18.0,4.0,Yes,Yes,Yes,Pop,Yes,Yes,130.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,4.0,5.0,6.0,5.0,Improve
113,13.0,2.0,Yes,Yes,Yes,Rock,Yes,No,120.0,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,7.0,10.0,5.0,6.0,Worsen
114,24.0,1.0,No,No,No,Metal,Yes,No,86.0,Sometimes,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,6.0,4.0,5.0,0.0,Improve
115,35.0,6.0,Yes,No,No,Rock,Yes,Yes,166.0,Sometimes,Rarely,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,4.0,1.0,3.0,1.0,No effect
116,29.0,1.0,Yes,Yes,No,Video game music,Yes,No,110.0,Sometimes,Never,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,6.0,6.0,1.0,2.0,Improve
117,28.0,6.0,Yes,No,No,Rock,No,No,144.0,Sometimes,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,10.0,8.0,7.0,1.0,Improve
118,32.0,7.0,Yes,No,No,Pop,Yes,Yes,120.0,Sometimes,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,10.0,8.0,2.0,8.0,Improve
119,32.0,1.0,No,No,No,EDM,Yes,No,120.0,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Rarely,Never,3.0,6.0,2.0,0.0,No effect
120,21.0,3.0,Yes,Yes,No,Rock,Yes,No,160.0,Never,Never,Never,Very frequently,Never,Sometimes,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8.0,9.0,2.0,0.0,Improve
121,18.0,2.0,Yes,Yes,No,Video game music,No,Yes,101.0,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Sometimes,Very frequently,8.0,3.0,8.0,7.0,Improve
122,19.0,3.0,Yes,Yes,No,Classical,Yes,No,122.0,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Rarely,Sometimes,3.0,3.0,1.0,2.0,Improve
123,25.0,1.5,Yes,No,No,Pop,No,No,61.0,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Never,6.0,5.0,0.0,2.0,Improve
124,17.0,4.0,Yes,No,No,Lofi,Yes,Yes,79.0,Very frequently,Never,Never,Never,Sometimes,Sometimes,Rarely,Sometimes,Never,Very frequently,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,3.0,8.0,0.0,0.0,Improve
125,16.0,2.0,Yes,No,No,Rap,Yes,Yes,126.0,Very frequently,Never,Never,Never,Never,Very frequently,Never,Sometimes,Never,Rarely,Never,Very frequently,Very frequently,Very frequently,Never,Sometimes,1.0,8.0,0.0,0.0,No effect
126,27.0,10.0,Yes,No,No,Metal,Yes,Yes,185.0,Sometimes,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,5.0,6.0,6.0,3.0,Improve
127,53.0,7.0,Yes,No,No,Pop,Yes,Yes,92.0,Very frequently,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Rarely,0.0,0.0,0.0,0.0,Improve
128,25.0,1.0,Yes,No,No,EDM,No,No,107.0,Never,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,0.0,8.0,0.0,0.0,Improve
129,34.0,2.0,No,No,No,Metal,No,No,120.0,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,3.0,7.0,0.0,0.0,Improve
130,22.0,6.0,Yes,Yes,Yes,Jazz,Yes,Yes,140.0,Sometimes,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,8.0,8.0,8.0,5.0,Improve
131,17.0,2.0,Yes,Yes,Yes,Jazz,Yes,No,94.0,Sometimes,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Sometimes,Very frequently,Never,Rarely,Very frequently,Rarely,5.0,2.0,3.0,4.0,Improve
132,26.0,3.0,Yes,Yes,No,Folk,Yes,No,160.0,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,8.0,8.0,3.0,0.0,Improve
133,19.0,8.0,Yes,No,No,EDM,Yes,No,174.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,6.0,8.0,8.0,0.0,Improve
134,21.0,3.0,Yes,No,No,Pop,Yes,Yes,136.0,Rarely,Very frequently,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,6.0,8.0,6.0,0.0,Worsen
135,32.0,3.0,Yes,Yes,Yes,Rock,Yes,Yes,144.0,Rarely,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,6.0,6.0,7.0,5.0,Improve
136,21.0,3.0,Yes,No,No,Rock,No,No,77.0,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,9.0,10.0,3.0,0.0,No effect
137,25.0,2.0,No,Yes,No,Pop,No,No,120.0,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,Very frequently,Very frequently,Rarely,7.0,7.0,5.0,0.0,Improve
138,28.0,4.0,Yes,No,No,Rock,Yes,Yes,194.0,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,6.0,8.0,1.0,6.0,Improve
139,41.0,4.0,Yes,No,No,Pop,Yes,No,60.0,Rarely,Never,Sometimes,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,7.0,2.0,0.0,7.0,Improve
140,18.0,1.0,Yes,Yes,No,Metal,Yes,Yes,190.0,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Very frequently,Rarely,Never,Sometimes,Very frequently,Sometimes,6.0,9.0,9.0,0.0,Improve
141,22.0,2.0,No,No,No,R&B,No,Yes,87.0,Sometimes,Never,Never,Never,Never,Rarely,Never,Very frequently,Very frequently,Sometimes,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,1.0,1.0,4.0,1.0,No effect
142,49.0,1.0,Yes,No,No,EDM,Yes,No,156.0,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,8.0,8.0,2.0,0.0,Improve
143,21.0,3.0,Yes,Yes,Yes,Metal,Yes,No,150.0,Sometimes,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,3.0,3.0,7.0,0.0,No effect
144,27.0,10.0,Yes,No,No,Metal,Yes,Yes,194.0,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,8.0,8.0,3.0,0.0,Improve
145,19.0,1.0,No,No,Yes,Metal,Yes,Yes,160.0,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,6.0,4.0,0.0,3.0,No effect
146,27.0,3.0,Yes,No,No,Metal,Yes,Yes,171.0,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Very frequently,Never,Rarely,Sometimes,Sometimes,Rarely,1.0,0.0,0.0,0.0,Improve
147,27.0,1.5,Yes,No,No,Rock,No,No,95.0,Never,Never,Never,Rarely,Never,Sometimes,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Sometimes,Very frequently,Sometimes,5.0,5.0,4.0,4.0,Improve
148,42.0,2.5,Yes,Yes,No,Rock,No,Yes,148.0,Sometimes,Rarely,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,8.0,8.0,7.0,6.0,Improve
149,60.0,2.0,Yes,No,No,Gospel,No,No,119.0,Rarely,Sometimes,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Never,3.0,0.0,2.0,0.0,Improve
150,19.0,5.0,Yes,No,No,Metal,No,Yes,136.0,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Sometimes,Very frequently,Sometimes,0.0,5.0,1.0,0.0,No effect
151,20.0,2.0,Yes,No,No,Pop,Yes,No,141.0,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,6.0,3.0,0.0,0.0,Improve
152,28.0,2.0,No,No,Yes,Metal,No,No,146.0,Rarely,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Rarely,1.0,7.0,5.0,1.0,Improve
153,18.0,2.0,Yes,No,No,R&B,No,Yes,164.0,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Very frequently,Rarely,Never,Never,5.0,6.0,0.0,1.0,No effect
154,21.0,5.0,Yes,Yes,Yes,Folk,Yes,Yes,128.0,Sometimes,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,9.0,4.0,0.0,3.0,Improve
155,21.0,2.0,Yes,No,No,Rock,No,Yes,101.0,Rarely,Sometimes,Rarely,Sometimes,Never,Very frequently,Rarely,Never,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Very frequently,Rarely,8.0,8.0,3.0,0.0,Improve
156,18.0,2.0,Yes,Yes,No,K pop,Yes,Yes,98.0,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Very frequently,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,7.0,2.0,3.0,5.0,Improve
157,16.0,2.0,No,No,No,Pop,Yes,No,145.0,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Never,Sometimes,Never,Very frequently,Rarely,Rarely,Very frequently,Rarely,10.0,3.5,5.0,10.0,Improve
158,19.0,1.0,Yes,No,No,Pop,Yes,Yes,94.0,Rarely,Sometimes,Rarely,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Very frequently,Never,7.0,5.0,1.0,2.0,Improve
159,31.0,4.0,Yes,Yes,No,Classical,No,Yes,103.0,Very frequently,Never,Rarely,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Sometimes,Never,6.0,8.0,9.0,5.0,Improve
160,16.0,2.0,Yes,Yes,Yes,Rock,No,No,112.0,Rarely,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,7.0,4.0,10.0,2.0,Improve
161,17.0,2.0,Yes,No,No,R&B,Yes,Yes,118.0,Rarely,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,6.0,1.0,0.0,0.0,Improve
162,20.0,4.0,Yes,No,No,R&B,Yes,Yes,113.0,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,9.0,10.0,3.0,0.0,Improve
163,30.0,1.0,No,Yes,No,Rock,Yes,No,162.0,Sometimes,Sometimes,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,8.0,5.0,8.0,9.0,Improve
164,19.0,5.0,Yes,No,No,Rock,Yes,Yes,111.0,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,9.0,9.0,3.0,No effect
165,33.0,7.0,Yes,No,No,Rock,Yes,Yes,134.0,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Sometimes,9.0,3.0,7.0,8.0,Improve
166,28.0,2.0,Yes,No,No,Rock,Yes,No,172.0,Never,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,10.0,8.0,6.0,2.0,Improve
167,25.0,3.0,Yes,No,No,Rock,Yes,Yes,180.0,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,9.0,6.0,3.0,0.0,Improve
168,22.0,2.0,Yes,No,No,Pop,No,No,120.0,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,7.0,7.0,8.0,3.0,Improve
169,19.0,3.0,Yes,No,Yes,Rock,Yes,Yes,76.0,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Never,Very frequently,Rarely,9.0,10.0,4.0,0.0,Improve
170,44.0,3.0,Yes,No,No,Folk,Yes,Yes,130.0,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,9.0,9.0,8.0,2.0,Improve
171,26.0,5.0,Yes,Yes,Yes,Metal,Yes,Yes,109.0,Sometimes,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10.0,9.0,8.0,8.0,Improve
172,23.0,6.0,Yes,No,Yes,Classical,No,Yes,96.0,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,6.0,5.0,6.0,8.0,Improve
173,17.0,2.0,No,No,No,R&B,No,Yes,148.0,Sometimes,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,8.0,6.0,10.0,3.0,Improve
174,30.0,1.0,No,Yes,No,Rock,Yes,No,129.0,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,4.0,2.0,1.0,3.0,Improve
175,35.0,1.0,Yes,No,No,Pop,Yes,Yes,81.0,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,2.0,1.0,1.0,1.0,No effect
176,20.0,3.0,No,No,No,Rock,Yes,No,136.0,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Sometimes,Very frequently,Rarely,10.0,10.0,7.0,3.0,Improve
177,18.0,3.0,Yes,No,No,Rap,Yes,Yes,155.0,Rarely,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,8.0,9.0,0.0,0.0,Improve
178,19.0,6.0,Yes,No,No,Rock,Yes,Yes,52.0,Never,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,4.0,2.0,0.0,0.0,Improve
179,37.0,4.0,Yes,No,No,Rock,Yes,No,97.0,Rarely,Sometimes,Sometimes,Sometimes,Never,Very frequently,Rarely,Never,Never,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Never,9.0,2.0,7.0,7.0,Improve
180,31.0,2.0,Yes,No,No,Metal,Yes,Yes,92.0,Sometimes,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,8.0,6.0,7.0,5.0,Improve
181,29.0,2.0,Yes,Yes,No,Folk,Yes,Yes,100.0,Never,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Very frequently,Rarely,6.0,5.0,4.0,2.0,Improve
182,20.0,3.0,Yes,No,No,Rock,Yes,Yes,120.0,Sometimes,Rarely,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,8.0,5.0,2.0,3.0,Improve
183,36.0,8.0,Yes,Yes,Yes,Video game music,No,Yes,143.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,7.0,6.0,6.0,1.0,No effect
184,18.0,3.0,Yes,Yes,No,Rock,Yes,No,118.0,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10.0,2.0,0.0,0.0,Improve
185,18.0,2.0,Yes,No,No,K pop,Yes,Yes,130.0,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,6.0,0.0,0.0,0.0,Improve
186,25.0,7.0,Yes,No,No,Pop,No,Yes,120.0,Never,Sometimes,Very frequently,Rarely,Rarely,Sometimes,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,2.0,0.0,1.0,0.0,Improve
187,31.0,9.0,Yes,No,No,Pop,Yes,Yes,158.0,Rarely,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,9.0,0.0,2.0,0.0,Improve
188,17.0,2.0,Yes,No,No,Pop,Yes,Yes,160.0,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Never,5.0,4.0,1.0,1.0,Improve
189,30.0,1.0,No,No,No,Country,No,No,119.0,Never,Very frequently,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8.0,10.0,2.0,0.0,Improve
190,40.0,2.0,Yes,No,No,Metal,Yes,Yes,120.0,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,3.0,6.0,2.0,1.0,No effect
191,64.0,4.0,Yes,No,No,Rock,No,No,200.0,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,4.0,4.0,2.0,1.0,Improve
192,14.0,2.0,Yes,Yes,No,Rock,Yes,Yes,136.0,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7.0,5.0,2.0,6.0,Improve
193,26.0,6.0,Yes,No,No,Rock,Yes,No,104.0,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,3.0,2.0,0.0,0.0,No effect
194,35.0,4.0,Yes,Yes,Yes,Country,Yes,Yes,90.0,Rarely,Very frequently,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Never,9.0,9.0,5.0,1.0,Improve
195,33.0,1.0,No,No,No,Rock,No,No,120.0,Never,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,3.0,10.0,4.0,1.0,No effect
196,30.0,6.0,Yes,No,No,Folk,Yes,Yes,89.0,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,9.0,0.0,5.0,0.0,No effect
197,27.0,5.0,Yes,No,Yes,Folk,Yes,Yes,140.0,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,0.0,9.0,4.0,0.0,Improve
198,53.0,1.5,No,No,No,Pop,Yes,Yes,92.0,Rarely,Never,Very frequently,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,2.0,2.0,2.0,1.0,No effect
199,23.0,5.0,Yes,Yes,Yes,Metal,Yes,Yes,120.0,Sometimes,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,6.0,9.0,2.0,1.0,Improve
200,25.0,2.0,Yes,No,Yes,EDM,Yes,No,128.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,6.0,4.0,1.0,0.0,Improve
201,16.0,4.0,Yes,Yes,No,K pop,Yes,Yes,140.0,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,8.0,9.0,4.0,0.0,Improve
202,31.0,6.0,Yes,No,No,EDM,Yes,Yes,136.0,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,8.0,6.0,5.0,6.0,No effect
203,31.0,1.0,No,No,No,Rock,No,Yes,132.0,Sometimes,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,3.0,10.0,0.0,0.0,Worsen
204,38.0,6.0,Yes,Yes,No,Pop,Yes,Yes,107.0,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9.0,4.0,9.0,7.0,Improve
205,17.0,4.0,No,Yes,No,Classical,Yes,Yes,135.0,Very frequently,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,7.0,9.0,2.0,8.0,Worsen
206,25.0,2.0,No,No,No,EDM,No,Yes,171.0,Never,Sometimes,Very frequently,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,10.0,3.0,1.0,4.0,Improve
207,20.0,2.0,No,Yes,Yes,Metal,No,Yes,220.0,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,0.0,0.0,0.0,1.0,No effect
208,15.0,2.0,Yes,No,No,EDM,No,No,171.0,Never,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,9.0,6.0,1.0,7.0,No effect
209,16.0,4.0,Yes,No,Yes,Lofi,Yes,No,85.0,Rarely,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,7.0,1.0,3.0,5.0,Improve
210,20.0,2.0,Yes,Yes,No,EDM,No,Yes,174.0,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,9.0,7.0,5.0,7.0,Improve
211,23.0,6.0,Yes,No,No,Rap,Yes,Yes,87.0,Never,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,3.0,1.0,2.0,7.0,Improve
212,22.0,3.0,Yes,No,No,Hip hop,Yes,Yes,77.0,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,6.0,6.0,8.0,0.0,Improve
